recipient,reasons,bucket_census,tx_count
42Jvsotm8QAfVkGVkgUSsKJNKYcAg3zB9bCPtPUBwBdr,active_legit_candidate,ACTIVE_LEGITIMATE,109
44LTs6bNq1skFHsJRqQQKQmpPRrMtxhjkUu9T7wmZPrb,top_volume,DORMANT,5967
4AN5a7QjG2DE9Gefw7fwBzEKWAFwqf6pKdUAeUtjQdUr,top_volume,DORMANT,1442
4B1ns8vJdeSgPeLUHW5DP8KVnfxLNgUeJMiRDuB9svJn,control,LOW_ACTIVITY,230
4B3AWBsej2xDdeMdqdLXEF6rXXYQ3bc4aB6ZMxivhKT6,active_legit_candidate,ACTIVE_LEGITIMATE,43
4F6ucE2UGHUe1bL2x2HgWVdoJ52Tb4cbxTdqfkqGVg83,control,GHOST,1
4HGTqpFgvHoEikuX6FF6hzEEiMDXCLBS19tYUk9NBBMS,active_legit_candidate,ACTIVE_LEGITIMATE,21
4HTsXXNYiDUMNPxRHvpHK42QbhjnqG6SSgFW13L68WXm,control,DORMANT,516
4Hr9uiDfCKN5eyAJZnRfUCNC9HLedj5RKHCx9H3PTYf7,control,TEST_RIG,11
4JAmy7hSNWTUxsyJQfEi7ngQXRMH4NHXrpMKDfvStMDc,control,GHOST,1
4K7FnN5uNHeGNwRVWWn5uJHhzrPSb2yTEW8sMA5kximx,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,41
4KhMBvEptka3uydPh7bhWqMP7ycHD1XBQM7fmzZk3DFS,active_legit_candidate,ACTIVE_LEGITIMATE,38
4KkHNw3Y5a9a6oHXsSKVJCuz4AEtzUnnG25BRTAcTSR9,control,TEST_RIG,55
4NZ43xfCCc3UQQsn465Nxko9BGqyBj3sAcCur1DVMKso,top_volume,DORMANT,1809
4Pu9yFyQvu7TDwCkyHtBNas52UsH5hRYpB1Cb6XRtayn,active_legit_candidate,ACTIVE_LEGITIMATE,25
4RF375JwWtdQrVoFFUDMC4PdiurVehh1B3ekvUxzZiyV,control,DORMANT,78
4ShLAGjk8mTYMCmXu8xW4wiS2DVBz5DvSKTnHqUY1SYq,active_legit_candidate,ACTIVE_LEGITIMATE,34
4TEJjtpuSHcmrZEK8CjvQ3RoNawdddufJsEaBubtjEuK,active_legit_candidate,ACTIVE_LEGITIMATE,46
4Teh72vJ3Q6ZXtCagCcahFCHc6oK2L56RFFDCJpxaNjW,active_legit_candidate,ACTIVE_LEGITIMATE,37
4WPBNY4naGGcLEt2PuSAxKQsnY7GpkERZ7LVidxRaXiP,active_legit_candidate,ACTIVE_LEGITIMATE,23
4WvcrHiCTLEqWod3PeW3iFfjmJFsCbprQfkeNb2Rq59b,active_legit_candidate,ACTIVE_LEGITIMATE,132
4YaLvnR76RSYWjQq1BqQeaUP57SvE9yjprjgrTorEaNq,control,TEST_RIG,6
4YsZ7ro9N4dMwZtaTRMcFw2URf7jWCe5yxKCQN33nRb8,active_legit_candidate,ACTIVE_LEGITIMATE,20
4Z4rmiTW3U74qjYrRw7zS9Y7McKEVDLssHndKyJvGbFn,active_legit_candidate,ACTIVE_LEGITIMATE,1950
4ZPVLzV5rBpFe5P3FvkkxEkL3EoiZBNFtLevbLE1uK7J,control,GHOST,1
4cVtXb6gJRHKjgWYvtzpSBZ6qbsz1qdFmU47VUUxhZrT,control,GHOST,4
4dLdhYjqmKXjWh1nfWn1N6beVBGj9dZ9jMFR2T544ktD,active_legit_candidate,ACTIVE_LEGITIMATE,23
4ehB8nPFdKnxMZdfVcEapy9wFsgsYR1LPeuinp1ZdsNL,control,GHOST,4
4ehvoijn8Zn3aVKjwDjcpGJNVfD1D1KmPra56MxA5hgv,active_legit_candidate,ACTIVE_LEGITIMATE,27
4epKDJpvMo3UboErQd4vDgJkX4tLoF21LdZUpAH1fLRe,active_legit_candidate,ACTIVE_LEGITIMATE,52
4fHV8uTV48qmGRE4XBrvM1RXLrRSerr3xregHb6EA5jX,top_volume,DORMANT,269
4g3U2ZTW2xqjDi4JQDk889pehcCMNwmuC6dNVTtSjmas,control,LOW_ACTIVITY,130
4hEezDk5bx9EVCG4dHYcJNLZX4SkJkGfFFeecp9PMNLP,active_legit_candidate,ACTIVE_LEGITIMATE,23
4hbVYsy6oJwXNL36eY58ah8vyRR4Bww3NdZzJevV6dHE,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,73
4j1DeAhmSbanVMG23m4vLZ9RLvHa2djmmdJndf1R7zuW,active_legit_candidate,ACTIVE_LEGITIMATE,21
4kbEnsk5B2eYc11aoTAVbSX4nB5Lj1df3t9w3t2re9ua,control,DORMANT,87
4kkGtjRxGijwd4XTFoEaiMQR6QCQfhuCQg6pK5rJdSkf,control,GHOST,1
4oTtdyZzmGZPVS8nX97A9dmPqbeH8BSdZPGLLaE4xQia,control,GHOST,1
4pEb1rHVnbAHcpvFRacteFbuiWCyTbisNUppWpocvsx8,active_legit_candidate,ACTIVE_LEGITIMATE,39
4peLotB1Dcx9xRuykAaBgoxNogNp4Ygij4L1J5Wy9mAe,active_legit_candidate,ACTIVE_LEGITIMATE,25
4tkpoktUtVPWDKXL71MadiYddhVM733kaGfZ5FLLSQrC,control,TEST_RIG,55
4tr6UiLmTu7CcG75KXTQL5MVcu2VGAV1yWZGZuxiRR8U,active_legit_candidate,ACTIVE_LEGITIMATE,29
4u94P8pBxC9TYLBuFkEoH5UaJB75mru5NzqLX2cuzPut,control,LOW_ACTIVITY,72
4x4ZhcqiT1FnirM8Ne97iVupkN4NcQgc2YYbE2jDZbZn,active_legit_candidate,ACTIVE_LEGITIMATE,29
51YEwyriNDumrH3ZyYkWzCJWpZa5FbXjG4rMJTHYH2j6,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,78
52FKmm8sooQXT6mKHa5SMs9sCYBYqjkqTHWHjLMHaDrn,control,LOW_ACTIVITY,6
53JhuF8bgxvUQ59nDG6kWs4awUQYCS3wswQmUsV5uC7t,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,44388
54ksPSzTiB6mxQRDn6tQQt22tkNjcrtybXoPSPzWAUrn,control,LOW_ACTIVITY,106
54n1EJRF18cmaDGBn2UeDEUDWdaoDSE29To1PnN9Zjhe,control,GHOST,3
54p9HWkMgxgvJ4zibr3FUtv8exmQhbYGYvrkZwXZFJcH,active_legit_candidate,ACTIVE_LEGITIMATE,49
56DUDZbYdQrHiafqZr3DUauotThJhjVYLfeUPECtbgKo,active_legit_candidate,ACTIVE_LEGITIMATE,24
57dToK8vhwnceXHG9MeMGuLKtG8ggmYADUQNRFKJFhzW,control,LOW_ACTIVITY,6
58Hw4XcZDJjifxhWxyY2PkbmxSXK8V5tekWyQpXfxAfm,active_legit_candidate,ACTIVE_LEGITIMATE,23
58qEVSAGtgDQtjCJTLAcFnNGxeWoRH5oZzGEVcqyuzKN,control,GHOST,4
5A9FHf7rRBfy92GDhGXULnS7H2y8JatyJDxKUARcMskV,control,LOW_ACTIVITY,93
5AYjCHyYFNiQG3tVvwCC2myAAHt8e2JtNkN9ZAYujLkL,active_legit_candidate,ACTIVE_LEGITIMATE,73
5BiHE9m7wudvUJATzBDQQJ2auvjB9fmT1q2ARZJmmQom,active_legit_candidate,ACTIVE_LEGITIMATE,38
5ByXZ2deBpkrRzfggYMD5M9Q29GbfaCf1WGgEKnK9uT3,active_legit_candidate,ACTIVE_LEGITIMATE,183
5C6y8kD1GrTjCsU3aZZ5AxUoxJrBNM7c3CUDcKnPdeHP,top_volume,DORMANT,414
5CSi6uM6TR6SwGwrachj3KPnw7LqvJPgx2PQjVzVSxVP,control,GHOST,1
5Cm7uHP3bC8NF5SSaehbAQ1wJMf4yZoRkwwSXwmv8KKW,active_legit_candidate,ACTIVE_LEGITIMATE,20
5DE7ccNfDzRJYDn5TgedVx2yhohV3VYXJ2PuFCDAxvS2,active_legit_candidate,ACTIVE_LEGITIMATE,49
5DeWgsrAhWBLJfEUeRyvqLpLwLHAKc1SDuSjEWXYNo8H,active_legit_candidate|control,ACTIVE_LEGITIMATE,20
5EmLBToCnZscR2k3qfTi1XkQuoRpNLa5AWpVZiVJKuD2,active_legit_candidate,ACTIVE_LEGITIMATE,39
5FXvEtaT6896t9czUufsKT8R2An6ssSRs9aKQWRSN5Rc,active_legit_candidate,ACTIVE_LEGITIMATE,59
5Gjzd4v37nzXRaRMhebXiNurvMXdpW82wkASQy2wHTq9,top_volume,DORMANT,1758
5HC9rCS1Gd3NxDW7DqbmLNfoP2BQJd5VLcFG3dGoy368,control,TEST_RIG,8
5JRWUCiDeMRhtzGAf1LuVGqccTNeTCK5Vu615Vb67tLz,top_volume,DORMANT,6100
5LRTuWKY1gwZo9QMpm4HkvBrXwMy3wsJ3pHWt2WrL1R9,active_legit_candidate,ACTIVE_LEGITIMATE,40
5THaK1ys5JPFEJdHDc3VYgPEDiwHqYruaqYyttWAQ1jw,active_legit_candidate,ACTIVE_LEGITIMATE,52
5TaGhnEcHgjEh7KCEPFMLu6GDvSFMh5WDWBVUqzYzg3F,active_legit_candidate,ACTIVE_LEGITIMATE,25
5V9ApoCM8gSRyeqKGXTg3xiNeE9mCs98KTTL6mDNBRyf,control,LOW_ACTIVITY,5
5VMfM3WzgyUs9eKvX6vZCu55bUx6wM39Lpxfz3KSdGDu,active_legit_candidate,ACTIVE_LEGITIMATE,28
5VnQaa9fiS4vuzsPsE9JWrGjYspCBqCd6qm6BBFw18gd,top_volume,TEST_RIG,12
5VyArTwQTgPix9mFXiqVcwb2CXWAhoM1d19DBxUqt845,active_legit_candidate,ACTIVE_LEGITIMATE,47
5WvhEVm3UTdDHMvbg13XpLuTae1PkuJLo2sqjmAZz2yk,control,TEST_RIG,6
5XmZYNhQ2zFvc2j8cta2mEqv1r6b27USWvMzbabumpoC,control,GHOST,1
5XpfNYoJt6wUzhZ6YKKaebcoNS1Em5VXY8nCg6nSDCXQ,active_legit_candidate,ACTIVE_LEGITIMATE,109
5d7eRpQyvDUsQqn8CsWLQDvPsrxVCEBLz321qsVbiedG,control,LOW_ACTIVITY,221
5deEFuXAjMLD3Ep82UV9h1Dfq8pZ1cEG9u9gK6pXuezJ,control,TEST_RIG,52
5diac46nQuXMF8EWy4DX6KqbBT8QB1LJ1qCJFrjS1GWa,top_volume,DORMANT,5997
5i1QfHdmnK5HG8cdp8GH6o63By6pfNJHfRYNr3MQDw45,active_legit_candidate,ACTIVE_LEGITIMATE,50
5itg5k7APgVkD1HqQTgriutHUQVH6R6U3TN454QqC9od,active_legit_candidate,ACTIVE_LEGITIMATE,65
5kSD1DHDNmWeRLNsZkd4xN6EefQiWNb874QJZoCYmyBW,active_legit_candidate,ACTIVE_LEGITIMATE,23
5mJF5T3JqbGNcGW9LzLkF5THD3aKzUGUcETFFwLMswfv,control,DORMANT,72
5mK5wkW9AY5NCxfSqxQM8jqybxSsB5NYTR8R1LTBZBx,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,113
5n2WJytcPqQ2xFvYeFrGt3B697DuVbXQFdtvSoVBWHf1,active_legit_candidate,ACTIVE_LEGITIMATE,38
5o96vDjkT1XXXaeGewUQYNevwASoaCLsusJTD1AJEjeg,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,114
5pkV3ndQ9wxVEP7tioNTtXBePephUfTwTnjZ3DeHrGTR,control,TEST_RIG,15
5qAH1paFYVcSzDMBsnn7KjTBp9FbtxW13EefAgQ9oGf9,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,77
5vKjCHuH7kAoXVat2LwU5DPXgB4f7x6qJnVs3G1oduq5,control,GHOST,1
5vZzyjheB1MytF9V2JvDCmz9ki1RuTTQaMWYpseTvGL6,control,LOW_ACTIVITY,13
5wCdR2EKLj37QmesCUeDdY5sxqGi4CWYGm5YTLHrbmg4,active_legit_candidate,ACTIVE_LEGITIMATE,24
5xoifchzihepJN9vXFgdCrMc8qcqw75fp43EsTsNmY9Z,top_volume,DORMANT,21
5ybVmqWCFPAWuJbqex48MFxkhB1r6bCHWUD1AcmhH7jD,control,LOW_ACTIVITY,12
5ycQvCrkfqZgdjjRLjCvdWVPq36Ut8KtcDBSXsnhmgsq,active_legit_candidate,ACTIVE_LEGITIMATE,26
5z3EBz3FAg6hiJbkbJfFz422PBEif8fYiuRnQKVVP62D,control,DORMANT,63
61p9HJuw4iQa6VFpN2himbTqNN7E1DuUWTiBebCXBitU,top_volume,DORMANT,1742
62iZp7FEirKfdHcRa6z9mQYkWpHqtW8BfK8YgU3zFKYo,active_legit_candidate,ACTIVE_LEGITIMATE,24
644LAjwoAwimzFvwYx1CSapgsnhEm4Hhxj51iDUHucpY,active_legit_candidate,ACTIVE_LEGITIMATE,21
65V18htvZuqcACgC32jVzK7UgAkYkoBD5ADi5QCMQGMA,active_legit_candidate,ACTIVE_LEGITIMATE,20
66Qvhr1xnwqbCT36KfHfZF1JpoWdmCQ3uFYTN335CGXe,active_legit_candidate,ACTIVE_LEGITIMATE,898
673iuMPMjMik5F6MQJkTeRo5ULVkQRrn5swokVD8vPsK,top_volume,DORMANT,6037
676oq1sp9FQ3LQZoSpoMbgqCyCYmQnemSnEiumizYM2m,control,GHOST,4
68ipVrqrcK6eNoKePnNnPUS5nv9cYSe1zaCuDFnkrgPz,control,TEST_RIG,94
68xMgLPAfeyaAV3ZGHURkMyFA5Xof7is95uqt9u3HWu1,active_legit_candidate,ACTIVE_LEGITIMATE,31
691gbn3kkXrRRHsxQjNYzUtsrNLBC7xFybfuthG2oMNj,active_legit_candidate,ACTIVE_LEGITIMATE,73
69x5DSuu7eoJkQYiDMH2Dm9ECwpv72Jrj1NzfdkJqtML,top_volume,DORMANT,1737
6FHxMwmZsk1wjbEqcZ2hUEGn4zqVomgibeJGJEY9jfYp,control,GHOST,1
6HMkRekaGkJLDtKQbhrwUUjH7VU1i7MfvFw7rUumevTS,control,GHOST,1
6JGUksCZjXDKxvjPt5p2a1A6dFzXyvvtUYyRUtAL4TFt,active_legit_candidate,ACTIVE_LEGITIMATE,27
6KmnUdCajMDa3auGC2dCC95Yef6Qd74KhviFEx1ZfBR1,active_legit_candidate,ACTIVE_LEGITIMATE,20
6KsbSAzhFe5YzqBK9ngeZzdU5xauZsni9osQeB8rSy5R,active_legit_candidate,ACTIVE_LEGITIMATE,227
6PA91dZxzACzDdS2Dbo39uwWqqPVMf2nvb3bH6bQ2eJS,active_legit_candidate,ACTIVE_LEGITIMATE,112
6V4wFgAMRDYTx8QNk9ecdu2KLGeSt36Qu86XLc5xVZnE,top_volume,TEST_RIG,60
6XJhvQtBDrMBDeLAhgFtzhKwZ4HGqAsDYbFwLk1sUxRD,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,115
6Yw8BnPU6sadbsZtB6LykxTVfhj8qmEVL2cyjdh5ChKh,top_volume,LOW_ACTIVITY,20184
6adJLEwcBvgbArn6cJErxLWUBJRdkNkhiQJyPShcf7vr,active_legit_candidate,ACTIVE_LEGITIMATE,21
6c8kh4crLTfvpXi4VPfak8aZwMqZHKufPbUggVULTPma,active_legit_candidate,ACTIVE_LEGITIMATE,36
6cczC8yrn1r8zqjxmbR3kS8NZwzdBKts1prniKd7BqGa,active_legit_candidate,ACTIVE_LEGITIMATE,42
6kw9ve877HWvccJK2dq2fFFXZKV436RX1f93mw6zM1L8,active_legit_candidate,ACTIVE_LEGITIMATE,57
6nTr4Zhgk8oXqPXSCJPEP13XqUE7xTPdY2qmAkBGPJVB,control,GHOST,1
6oaLjFA3Ep1gHXBYjXWkiXqCD63cEP93ykZhLeCu1KPF,control,LOW_ACTIVITY,215
6ogmtepcHm8igNb6fxjNXV87Wnw17Fx42F4y8ArybPbh,active_legit_candidate,ACTIVE_LEGITIMATE,52
6pLVFNkWr71JASKJisUG7tatyTZAqCGoKrpnPULZTVLX,active_legit_candidate,ACTIVE_LEGITIMATE,21
6pqxNyz4o1UjeFGhVAubadJo8rP3Q8yMSRLnpc8pTDej,active_legit_candidate,ACTIVE_LEGITIMATE,190
6qkqJU5qrzgoE7i63vLDh8V5cKo4Z3gTKa6yP8bZ5JE4,active_legit_candidate,ACTIVE_LEGITIMATE,35
6rzjw6UuqDBx34DR2AfcBn6F1a2mQq5SzcDrF8mfp9jv,control,GHOST,1
6su2FJJY2b2z88crkGd7y313qJi8K8JvmAWWMUgPjb7q,top_volume,DORMANT,107
6uq4ec1eN66zj8kaJzwM1J3ph5N6dFR218UqVQWJKZx2,active_legit_candidate,ACTIVE_LEGITIMATE,37
6v5T5LMJmCoKHavppBgTbxCqraSZmwipXBrMSdjVfSp,active_legit_candidate,ACTIVE_LEGITIMATE,50
6wuFYNdxa8n1U4FLUhzU9yoEwjxHjmcWuWuQuFS9vtkh,control,GHOST,1
6x1zzvFL9xPpjPTSq12mz68hRuADvtAbyAZPtGNty5br,active_legit_candidate,ACTIVE_LEGITIMATE,22
6x5ocVNEwuBpi2Gs7z8fo1ptd4TyTf578Aqr2FME99ND,active_legit_candidate,ACTIVE_LEGITIMATE,155
6yLhDXtNoUizJ6FGFnbvLdECkuiVzYxTPbzecgkhv5X9,active_legit_candidate,ACTIVE_LEGITIMATE,58
75TRKn6kXhJyjAJSSeBz7YjkYejNGXc2SPqCsUaShXof,active_legit_candidate,ACTIVE_LEGITIMATE,27
75XzQ98PXb7ZRpfBNyGPfjDJ2DheqT5e6syt4SrLrhdr,active_legit_candidate,ACTIVE_LEGITIMATE,44
76Vrs6NQs4ntXuFaxCb7oue12EekLPyVpo3PJKHaU3V9,active_legit_candidate,ACTIVE_LEGITIMATE,52
77BMzaLJ3ADroNECZAbMmWHUdwTSdxYvvpxhH8ZNRW2q,active_legit_candidate,ACTIVE_LEGITIMATE,38
77xhkGRWP3Lh7z3RXwogWL8WPnUTi69GJGbYkmcieprJ,active_legit_candidate,ACTIVE_LEGITIMATE,23
78FR9U63nCnbzU59zDKL68697otL89w3c86S5SDAq872,active_legit_candidate,ACTIVE_LEGITIMATE,38
7A2MinN3WLgnW8cfVQ6d4bi6Dk5tT3Bgcf5LrdsLZBoK,active_legit_candidate,ACTIVE_LEGITIMATE,28
7DBse7bGGrXnxWLmdxDPhmkDgBrjPrZwMWGxG3qC7RjV,control,GHOST,1
7DNXNVpFcTqnUpA6F58vwhVto28RazkFhhX6PMcgKjKu,control,TEST_RIG,6
7FhSRitezg3wfztkhJWnbrNnZCBevWYjvYoe3j8h8Txh,active_legit_candidate,ACTIVE_LEGITIMATE,24
7G73PLhKvAPBGTzG5ESAE4coE7QrVeTTKfhTxQZbyGgC,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,86265
7KqsW6VoFkNQkrc3QT7omrVPY5LgEa27CYAuXJRinCau,active_legit_candidate,ACTIVE_LEGITIMATE,23
7N36xDFWzn7Ho8pgGGTiWoNBatjvqRHTXj3B2jcrV24n,control,GHOST,1
7NcehrMX7DwqvQQnPY7pFiDhwMcPrP4HThhSx9jZSQGR,control,GHOST,1
7NetKx8TuRMBpqYFKZCVetkNuvWCPTrgekmGrsJwTmfN,top_volume,DORMANT,110
7QmWiu3QFmgnu1hx8T8UUC4tYr2uj3QSBS6ekQgkX4vu,active_legit_candidate,ACTIVE_LEGITIMATE,22
7RPNsA1PotVJhaAnKcBoydNgbx7YsN9kH8VBJa2g8EW9,control,TEST_RIG,9469
7TjxqhnJF4VGVWCF6XKkDStRFF29Nu6qMT6hXp6uD7Ky,active_legit_candidate,ACTIVE_LEGITIMATE,29
7VVuWaPr1Ak8J1YB4i4FXfQZBccZd763AWMh1inZq81g,control,GHOST,4
7ZDiRRxsJbJf1kXkP2Q6sjhu3r2CmxNqjoBQpiU1mNqT,active_legit_candidate,ACTIVE_LEGITIMATE,171
7ZZH7wWE2T2zjatwAESdGR8eNcngL3yFSqZS6NrB8JYp,active_legit_candidate,ACTIVE_LEGITIMATE,34
7b4WM6JQWLaB7beJbbgXwvhPnt7NWVY5F7ZMnbvc4e8D,control,GHOST,1
7cqaHhuWPnsArgxtAqG14BdxoYLfCHwoUdYBnEgsFkRV,control,GHOST,1
7dXhdj9WzfWBsAC4rWwR5DsZ5BvNxftwk1z4MT1YvswC,active_legit_candidate,ACTIVE_LEGITIMATE,20
7j1YBnbhzxLDXRHrSX24Hixt8LRpUizbv8EHVCM5qSKf,active_legit_candidate,ACTIVE_LEGITIMATE,20
7mi2Dsmw2oxfUQL9LYo8HmT3QXdwErZd21Txes4KwHVs,active_legit_candidate,ACTIVE_LEGITIMATE,28
7quvyujq2qo9FncbgFQAtkUawQDjW62Fv3hMo7H9aXB3,control,GHOST,1
7r7Anr5nbzzDohaJtXsb2Vji3LS1h3nFyTYpaov5Foos,active_legit_candidate,ACTIVE_LEGITIMATE,48
7t1F6objhY33Pvnf8v6rcVMsoVKGV8esVQ923xoGLPGX,active_legit_candidate,ACTIVE_LEGITIMATE,20
7uC47pix8u9sq18QYQkBqP9LGuNGf167s8yygLAV829L,control,TEST_RIG,24
7ubptVSNwpHAbFKqU25QWEAV91Jjsu4bJGZru5GYWcCR,active_legit_candidate,ACTIVE_LEGITIMATE,24
7udCapWqkv4VxojraL85g9kMR24THo6TvYoB8iQp7FP3,control,GHOST,1
7uh2ibD1nAoL9UohbaNTubsMZK5321cKB8E8kPQQVZyj,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,5737
7vhcwvqiYUi8VrNpJuvJfSAQsN3HCxqpDrUa33P9kJ6k,top_volume,DORMANT,801609
7xFKMkD1vjN382FubNRUDdRcY7ZcxzbTtSJKXNNRkm5C,top_volume,DORMANT,6066
7xtW3crRgB7McdE4JVLWKU4TzzhsnK1MrxFFtMn8dmX1,top_volume,DORMANT,176
83iABjnLaEykzPLV5rQNEN85at8n9qf8UBNrMrfCkeqP,top_volume,DUPLICATE,5517824
87PtVKt3STAkPL6cvwpxpCy9Gsaahiutoh5NthR3uEy1,control,DORMANT,11
88AqJknQ6EuY8xRKEJ7RBQoC9E8d9mD1zD2VTazNqKGo,control,DORMANT,47
88CuhAesa9D4pu3sfodZdcpiFyhJEmnpP9ggs2k5eLVK,top_volume,DORMANT,1753
88xSdWeuGxWLXGe7sWk2baMEfaaB9iJ9vuU5MjQCycVU,active_legit_candidate,ACTIVE_LEGITIMATE,374
8B2ikn6pxjYo5X1MzJpAXCBgjEDatbFxoDEHAJVT2PiW,top_volume,TEST_RIG,60
8CgxXsixAoCU4Ac1ksYxqMb8wp7T8hSR5QYeCJ6fzNEH,top_volume|control,DORMANT,1694
8CpuZ3ptZ2F3ei4WFewhvzvg4S7fDHK1aPXs5jVscqRr,active_legit_candidate,ACTIVE_LEGITIMATE,48
8E7weyBjAA7Btbr9gDGYpzpiuJe4Gea59n24ZBmyqP9v,active_legit_candidate,ACTIVE_LEGITIMATE,30
8EdmyZBuNbnBVei7nv7gstEFhqiQMc7KX4Rkc1ZNThY6,control,GHOST,1
8ErWowaprWCGSafpRrb4GAiHeKqb9PAYrggfvnNKngHA,control,GHOST,1
8EzzTqTJsiopA6yQpECuQ92L1PLyMffwvXXzdcgaV31J,active_legit_candidate|control,ACTIVE_LEGITIMATE,48
8Hcwc2SD7wcZrvwtxD27N2M9u11CBek53SrPqQaVkSmS,control,GHOST,1
8Jk8UeS5bzg87UgpYsLYuXHruSYDpsjE7oJyriT6vEQZ,active_legit_candidate,ACTIVE_LEGITIMATE,32
8Jy2zPH6ZD4ZRhAh4wzo6HtVRMvzXst6LVHyWJh7QkHR,active_legit_candidate,ACTIVE_LEGITIMATE,26
8LiXrHC61irY8qwj6qevoiRXxYfrTgSaHVbm8rav6HT2,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,324
8MsRwPbUFAnV1RG5C4TDomFBKwp3wgdHjnSCpbtEAn6t,active_legit_candidate,ACTIVE_LEGITIMATE,180
8N9wyWuwPAK2dGb5KVCg8csSEhUFxqj2d5Zzs8NK1zYY,active_legit_candidate,ACTIVE_LEGITIMATE,47
8QQy3aRNGMMb7Q25Z2awMpqpZMPAdD6YFZn5eMM6XzVg,top_volume,DORMANT,6659
8QtAQUdXaLwaQ3FPMaUgo5Q4Ar36ApgodSYMkEdwWA8R,active_legit_candidate,ACTIVE_LEGITIMATE,22
8Qxpn8U6wJtRnWj1tNQ3kadw3mEzjM9ZN2VfJPCkY4Nj,control,GHOST,1
8RXHToLqWhXt2Q4i4tLQtYqDieKLoRFkhPKZ2L2xADBa,top_volume,DORMANT,84
8RohYozpoz5YEyEnXArHT7y2oacT9DxucXXxpZXmh7bp,control,DORMANT,649
8VBmdiVAffkhE1hpLZkStAgT8a3eJQm4hExUhPEtN73E,top_volume,DORMANT,2580217
8WYuU7Ptc3bA2iWLPrYhDcNGvHvRFKx3pf86mUM5XGbj,active_legit_candidate,ACTIVE_LEGITIMATE,39
8Y4y8gvxySN7nqC7atAy9AYi9Saq5htVJavLMGiCs9e2,active_legit_candidate,ACTIVE_LEGITIMATE,30
8Y71koTfLKUvu3YtWM5r2uX95oEjsgMznLDMEpVyJU2X,active_legit_candidate,ACTIVE_LEGITIMATE,34
8YFANbEWsLekLGzWdCZmMWHnyQ94KF8G69UfGt4CS82w,control,GHOST,1
8YSUi7Cp8qnaJmJ1JX6QRqAKFPXpK25NMtBJiBi7MS34,top_volume,DORMANT,445
8ZF4fB1RH947hECuFeoHk5vLqqtcdgADSW59vk7mYdre,top_volume,DORMANT,6405
8bLLgoKTEevg3mCBWQfhQi6BdByuQCwEVjGDJQ226EwG,active_legit_candidate,ACTIVE_LEGITIMATE,23
8bYv1gXr11VCnMd7RS2cSnd6adxNMVpnaLAFNmFi2SeF,control,GHOST,4
8biEDVUUh21injn4HXkmtRtmkiMzdtoeEXxKE5NLE4LH,active_legit_candidate,ACTIVE_LEGITIMATE,34
8bjjpu1JRxtADtBDzfDXZQFnk5JTsfaFuEBZp2ofiPMc,top_volume,DORMANT,1785
8dTzmoW8EamVpu5M6371L5yjNfY5eyc2TpsRVS9FYxGt,active_legit_candidate,ACTIVE_LEGITIMATE,23
8dbt3CGUABms7hDeBmTDLpY9QEZcHZduEnXFA6JLfsr6,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,158
8eAcSNGJkQacnLLZ1GsNusU15qmbfbUqSiphGDAt75tm,active_legit_candidate,ACTIVE_LEGITIMATE,27
8eAyvxJszqEkeEbwntY8vaPb6JEUMh1f6DKmjnh9NUDb,active_legit_candidate,ACTIVE_LEGITIMATE,41
8j4FKGc7BAn17tkBqCbJnFnJAVT6Y6JkCd5zLtByCGTp,active_legit_candidate,ACTIVE_LEGITIMATE,22
8j8bQK6AjKcUJdya7j9mTyciBRMJF1BNj7HqjPhFPU9x,control,GHOST,2
8mEz8vM5H7LqmvpvFCkDDR2vFZhgqWekqDBdHs6Nn8y2,active_legit_candidate,ACTIVE_LEGITIMATE,33
8mviwTmbQXbYkaGYKNbjjtL2gg5VJDys5dWJ6krZWfKj,control,GHOST,1
8o5gFfCKhGGM1GoXwU35tA8puQntVV41jdfqka1u6Fux,control,GHOST,1
8oJL3dkRuAnPkTt68Ub6kNtr9nP4GbeUZLP3rvSEKzLb,active_legit_candidate,ACTIVE_LEGITIMATE,21
8qmbeDrW16fjehrL9AH3Zh9dK3NEpknQFFLRcms5Lyh,control,GHOST,2
8rjEPTgve19KCQQX5nKtfYeosGKVjk1Xfrnd2R3s7qB7,active_legit_candidate,ACTIVE_LEGITIMATE,31
8sfBWBFyxtjGCKu173qmBWHdoSzTJrCR4TL5mFEXbNxN,active_legit_candidate,ACTIVE_LEGITIMATE,97
8ySxDEQbBhQxr6eJ6bTamVcmqEaVutKcCrCNVQBMrtQf,active_legit_candidate,ACTIVE_LEGITIMATE,46
8yeD1DMWtqDhs8LD9bUA9wDUbrxobBXWb4di9EzfdsUT,active_legit_candidate,ACTIVE_LEGITIMATE,33
